location,city,property_type,bedrooms,bathrooms,size_sqm,furnished,serviced,annual_rent,listing_date,listing_url
Gbagada,Lagos,mansion,4,4,,not stated,not stated,7200000,13/08/2026,#######
Gwarinpa,Abuja,self-contain,0,1,,no,no,2000000,09/08/2026,#######
Amuwo Odofin,Lagos,mansion,4,5,1036,no,not stated,6700000,04/08/2026,#######
Maryland,Lagos,penthouse,5,6,,no,no,7500000,17/08/2026,#######
Lekki Phase 1,Lagos,flat,2,2,89,yes,yes,5500000,04/08/2026,#######
Wuse 1,Abuja,mansion,3,2,1175,no,not stated,6400000,12/08/2026,#######
Lekki Phase 1,Lagos,penthouse,2,2,101,no,yes,10200000,14/08/2026,#######
Magodo,Lagos,penthouse,1,2,,not stated,yes,6200000,01/08/2026,#######
Dutse,Abuja,mansion,6,5,973,no,no,9000000,02/08/2026,#######
Guzape,Abuja,mansion,6,5,706,yes,yes,16100000,13/08/2026,#######
Asokoro,Abuja,duplex,5,5,793,not stated,no,8300000,11/08/2026,#######
Gwarinpa,Abuja,bungalow,3,2,640,yes,no,5100000,18/08/2026,#######
Apo,Abuja,penthouse,3,3,175,not stated,no,5400000,03/08/2026,#######
Lekki Phase 1,Lagos,mansion,2,2,1063,no,no,13200000,17/08/2026,#######
Apo,Abuja,bungalow,1,2,140,not stated,not stated,2900000,09/08/2026,#######
Mabushi,Abuja,terrace,1,1,,no,not stated,2600000,18/08/2026,#######
Lekki Phase 1,Lagos,mansion,3,2,,no,no,15400000,14/08/2026,#######
Festac,Lagos,flat,3,4,,no,not stated,3900000,14/08/2026,#######
Yaba,Lagos,flat,2,2,43,not stated,yes,3900000,14/08/2026,#######
Lugbe,Abuja,mansion,6,7,,no,not stated,8300000,01/08/2026,#######
Ikoyi,Lagos,terrace,1,1,,yes,no,4300000,17/08/2026,#######
Ilupeju,Lagos,bungalow,5,6,399,not stated,no,5100000,04/08/2026,#######
Life Camp,Abuja,duplex,3,2,569,not stated,no,3200000,05/08/2026,#######
Dutse,Abuja,bungalow,1,1,,yes,not stated,2100000,10/08/2026,#######
Opebi,Lagos,flat,2,1,63,no,yes,2300000,01/08/2026,#######
Guzape,Abuja,flat,3,3,,no,not stated,6100000,05/08/2026,#######
Apo,Abuja,self-contain,0,1,44,not stated,not stated,1000000,09/08/2026,#######
Allen,Lagos,bungalow,2,1,83,not stated,yes,3000000,17/08/2026,#######
Allen,Lagos,penthouse,3,2,,not stated,yes,5400000,17/08/2026,#######
Ikeja,Lagos,mansion,2,3,835,no,not stated,6500000,03/08/2026,#######
Guzape,Abuja,flat,2,1,133,no,yes,4900000,08/08/2026,#######
Ajah,Lagos,self-contain,0,1,134,yes,not stated,900000,10/08/2026,#######
Ikeja,Lagos,mansion,4,3,,not stated,yes,6700000,16/08/2026,#######
Wuse 1,Abuja,duplex,3,3,750,no,yes,4000000,02/08/2026,#######
Gbagada,Lagos,mansion,2,2,1159,not stated,not stated,5700000,12/08/2026,#######
Wuse 2,Abuja,self-contain,0,1,127,no,not stated,1200000,03/08/2026,#######
VGC,Lagos,duplex,3,2,246,not stated,no,5200000,14/08/2026,#######
Surulere,Lagos,flat,2,3,,yes,yes,2400000,01/08/2026,#######
Lekki Phase 2,Lagos,flat,6,6,372,yes,no,7000000,11/08/2026,#######
Maryland,Lagos,duplex,2,2,148,not stated,yes,3900000,04/08/2026,#######
Allen,Lagos,duplex,3,3,193,not stated,no,4200000,12/08/2026,#######
Apo,Abuja,self-contain,0,1,64,no,no,1700000,09/08/2026,#######
Surulere,Lagos,mansion,6,7,1032,not stated,not stated,9300000,02/08/2026,#######
Magodo,Lagos,penthouse,2,2,59,not stated,yes,6900000,18/08/2026,#######
Victoria Island,Lagos,self-contain,0,1,,no,yes,700000,11/08/2026,#######
Ikeja,Lagos,terrace,4,5,662,yes,yes,3900000,14/08/2026,#######
Ajah,Lagos,mansion,2,3,,not stated,not stated,5500000,07/08/2026,#######
Surulere,Lagos,bungalow,2,3,58,not stated,not stated,4000000,01/08/2026,#######
Ilupeju,Lagos,bungalow,4,3,769,no,yes,4300000,17/08/2026,#######
Gbagada,Lagos,bungalow,2,1,59,yes,no,3900000,02/08/2026,#######
Maitama,Abuja,duplex,2,3,54,yes,not stated,6200000,06/08/2026,#######
Asokoro,Abuja,flat,5,4,270,no,not stated,7500000,02/08/2026,#######
Magodo,Lagos,flat,3,4,575,no,not stated,4900000,08/08/2026,#######
Ikoyi,Lagos,self-contain,0,1,145,yes,no,1400000,14/08/2026,#######
Opebi,Lagos,self-contain,0,1,67,not stated,not stated,1700000,08/08/2026,#######
Allen,Lagos,duplex,3,3,776,no,yes,4600000,02/08/2026,#######
Asokoro,Abuja,terrace,3,3,,yes,yes,5400000,12/08/2026,#######
Surulere,Lagos,mansion,5,6,,yes,yes,9100000,12/08/2026,#######
Asokoro,Abuja,duplex,3,3,532,yes,yes,6200000,18/08/2026,#######
Magodo,Lagos,self-contain,0,1,125,no,no,1600000,18/08/2026,#######
Mabushi,Abuja,flat,2,3,126,yes,no,3200000,15/08/2026,#######
Katampe,Abuja,self-contain,0,1,,no,not stated,400000,11/08/2026,#######
Ikeja,Lagos,self-contain,0,1,63,no,no,1400000,11/08/2026,#######
Ajah,Lagos,flat,2,3,98,no,not stated,4000000,04/08/2026,#######
Ilupeju,Lagos,mansion,1,1,949,yes,yes,5900000,03/08/2026,#######
Maitama,Abuja,mansion,2,3,,yes,not stated,15700000,01/08/2026,#######
Lokogoma,Abuja,mansion,4,5,1192,no,not stated,8300000,12/08/2026,#######
Ikeja GRA,Lagos,terrace,2,3,99,yes,not stated,3700000,07/08/2026,#######
Ikoyi,Lagos,flat,4,3,484,no,not stated,7200000,16/08/2026,#######
Garki,Abuja,bungalow,2,1,,not stated,no,4000000,14/08/2026,#######
Apo,Abuja,duplex,3,3,498,yes,no,3900000,12/08/2026,#######
Guzape,Abuja,bungalow,3,3,637,no,no,6200000,14/08/2026,#######
Maryland,Lagos,terrace,3,3,220,yes,no,3000000,01/08/2026,#######
Gwarinpa,Abuja,duplex,5,6,514,no,not stated,7300000,03/08/2026,#######
Garki,Abuja,mansion,3,2,,not stated,no,6700000,02/08/2026,#######
Wuse 2,Abuja,penthouse,2,2,83,no,yes,11200000,14/08/2026,#######
Wuse 1,Abuja,penthouse,4,5,,not stated,no,5900000,08/08/2026,#######
Amuwo Odofin,Lagos,mansion,3,2,,not stated,not stated,7800000,16/08/2026,#######
VGC,Lagos,bungalow,4,3,598,no,not stated,6000000,09/08/2026,#######
Ilupeju,Lagos,flat,1,1,139,yes,yes,2600000,18/08/2026,#######
Lekki Phase 2,Lagos,duplex,2,2,80,no,not stated,3100000,18/08/2026,#######
Asokoro,Abuja,self-contain,0,1,,no,not stated,2000000,17/08/2026,#######
Maitama,Abuja,penthouse,5,4,176,no,no,12500000,16/08/2026,#######
Guzape,Abuja,mansion,4,3,521,not stated,not stated,13000000,13/08/2026,#######
Katampe,Abuja,flat,2,3,124,yes,no,3000000,02/08/2026,#######
Dutse,Abuja,terrace,2,1,98,no,not stated,3500000,02/08/2026,#######
Asokoro,Abuja,terrace,4,3,432,no,no,7100000,11/08/2026,#######
Guzape,Abuja,bungalow,3,3,,yes,yes,4500000,12/08/2026,#######
Mabushi,Abuja,flat,5,6,500,no,no,4500000,16/08/2026,#######
Sangotedo,Lagos,self-contain,0,1,,not stated,not stated,300000,09/08/2026,#######
Asokoro,Abuja,mansion,2,1,1083,yes,yes,16800000,02/08/2026,#######
Lugbe,Abuja,flat,3,2,,no,yes,4200000,08/08/2026,#######
Festac,Lagos,flat,2,2,85,yes,not stated,3800000,02/08/2026,#######
Festac,Lagos,mansion,3,4,801,no,yes,7800000,03/08/2026,#######
Katampe,Abuja,terrace,4,3,642,no,not stated,5000000,05/08/2026,#######
Ikeja,Lagos,terrace,2,3,,not stated,yes,3900000,16/08/2026,#######
VGC,Lagos,terrace,2,2,,yes,not stated,3400000,02/08/2026,#######
Lokogoma,Abuja,flat,2,2,103,not stated,yes,2700000,16/08/2026,#######
Katampe,Abuja,bungalow,2,3,,not stated,no,2600000,17/08/2026,#######
Ikeja GRA,Lagos,mansion,2,3,996,no,no,9400000,07/08/2026,#######
Wuse 1,Abuja,bungalow,2,2,84,not stated,yes,3200000,10/08/2026,#######
Asokoro,Abuja,duplex,4,4,693,not stated,not stated,7100000,16/08/2026,#######
Magodo,Lagos,penthouse,2,2,,no,not stated,7800000,14/08/2026,#######
Lekki Phase 1,Lagos,bungalow,2,1,75,not stated,no,5700000,12/08/2026,#######
Lokogoma,Abuja,flat,2,3,,no,yes,3300000,08/08/2026,#######
Lokogoma,Abuja,penthouse,5,5,,no,not stated,6900000,11/08/2026,#######
Amuwo Odofin,Lagos,self-contain,0,1,132,yes,yes,1700000,09/08/2026,#######
Katampe,Abuja,penthouse,4,4,297,yes,not stated,5400000,16/08/2026,#######
Mabushi,Abuja,flat,5,5,558,not stated,not stated,6000000,16/08/2026,#######
Maitama,Abuja,bungalow,1,1,142,not stated,yes,4200000,16/08/2026,#######
Allen,Lagos,duplex,2,2,79,yes,no,3500000,16/08/2026,#######
Lekki Phase 1,Lagos,bungalow,6,5,,not stated,not stated,8000000,16/08/2026,#######
Ajah,Lagos,terrace,4,3,,no,no,5000000,09/08/2026,#######
Allen,Lagos,penthouse,1,2,114,yes,no,3500000,08/08/2026,#######
Maryland,Lagos,penthouse,4,3,,yes,yes,5700000,04/08/2026,#######
Lekki Phase 1,Lagos,bungalow,4,4,677,no,not stated,7500000,04/08/2026,#######
Guzape,Abuja,mansion,4,5,675,yes,no,13500000,02/08/2026,#######
Victoria Island,Lagos,bungalow,3,2,230,not stated,no,5100000,04/08/2026,#######
Ikeja GRA,Lagos,mansion,2,2,,no,yes,9300000,03/08/2026,#######
Gwarinpa,Abuja,mansion,1,1,,not stated,no,11900000,17/08/2026,#######
Surulere,Lagos,terrace,2,3,47,yes,no,3700000,17/08/2026,#######
Festac,Lagos,flat,3,3,762,yes,yes,4200000,09/08/2026,#######
Lugbe,Abuja,bungalow,5,4,632,no,yes,5700000,04/08/2026,#######
Asokoro,Abuja,bungalow,5,6,,not stated,no,8900000,07/08/2026,#######
Lekki Phase 2,Lagos,terrace,1,1,48,not stated,not stated,2900000,18/08/2026,#######
Apo,Abuja,penthouse,4,5,208,not stated,no,6900000,08/08/2026,#######
Gbagada,Lagos,penthouse,3,4,188,yes,not stated,5500000,07/08/2026,#######
Apo,Abuja,terrace,1,1,,yes,no,2300000,16/08/2026,#######
Ikoyi,Lagos,mansion,1,1,890,yes,yes,12600000,03/08/2026,#######
Katampe,Abuja,terrace,3,2,419,no,yes,4200000,02/08/2026,#######
Lokogoma,Abuja,self-contain,0,1,68,no,not stated,400000,09/08/2026,#######
Lekki Phase 1,Lagos,bungalow,1,1,147,no,not stated,4200000,13/08/2026,#######
Magodo,Lagos,terrace,4,3,,not stated,not stated,5200000,11/08/2026,#######
Surulere,Lagos,penthouse,6,5,353,no,no,7900000,03/08/2026,#######
Guzape,Abuja,mansion,4,5,586,not stated,yes,14100000,13/08/2026,#######
Opebi,Lagos,bungalow,4,5,752,no,not stated,4400000,18/08/2026,#######
Magodo,Lagos,penthouse,1,1,147,not stated,yes,7200000,15/08/2026,#######
VGC,Lagos,penthouse,5,4,698,no,not stated,9400000,10/08/2026,#######
VGC,Lagos,mansion,6,6,1069,yes,no,13700000,09/08/2026,#######
Dutse,Abuja,terrace,4,5,,yes,not stated,4000000,10/08/2026,#######
Maryland,Lagos,penthouse,3,3,,no,no,6200000,07/08/2026,#######
Dutse,Abuja,flat,2,3,92,not stated,yes,2300000,16/08/2026,#######
Sangotedo,Lagos,flat,2,2,133,no,no,3100000,04/08/2026,#######
Apo,Abuja,mansion,6,6,998,yes,not stated,9800000,01/08/2026,#######
Apo,Abuja,penthouse,2,3,42,yes,no,5100000,06/08/2026,#######
Magodo,Lagos,terrace,4,3,422,not stated,not stated,4800000,10/08/2026,#######
Life Camp,Abuja,penthouse,5,6,272,not stated,yes,7500000,07/08/2026,#######
Sangotedo,Lagos,self-contain,0,1,91,no,yes,-100000,08/08/2026,#######
Gbagada,Lagos,self-contain,0,1,109,no,yes,-100000,01/08/2026,#######
Festac,Lagos,self-contain,0,1,64,yes,no,100000,11/08/2026,#######
Garki,Abuja,terrace,2,1,123,not stated,no,2500000,18/08/2026,#######
Mabushi,Abuja,flat,2,1,112,yes,no,2700000,16/08/2026,#######
VGC,Lagos,duplex,3,2,,no,no,4300000,12/08/2026,#######
Ilupeju,Lagos,terrace,3,3,326,not stated,no,3200000,04/08/2026,#######
Mabushi,Abuja,penthouse,1,1,54,not stated,no,3800000,03/08/2026,#######
Lokogoma,Abuja,mansion,3,4,791,no,not stated,7300000,17/08/2026,#######
Mabushi,Abuja,duplex,4,3,569,not stated,yes,4100000,08/08/2026,#######
Jahi,Abuja,self-contain,0,1,145,not stated,not stated,700000,06/08/2026,#######
Lekki Phase 1,Lagos,terrace,5,5,,no,no,7400000,08/08/2026,#######
Guzape,Abuja,mansion,2,2,832,yes,yes,12100000,17/08/2026,#######
VGC,Lagos,self-contain,0,1,43,yes,no,1000000,05/08/2026,#######
Katampe,Abuja,terrace,2,2,150,not stated,not stated,2700000,17/08/2026,#######
Ikoyi,Lagos,bungalow,2,1,108,not stated,yes,4800000,16/08/2026,#######
Gwarinpa,Abuja,self-contain,0,1,127,not stated,not stated,1300000,05/08/2026,#######
Gwarinpa,Abuja,duplex,3,3,402,not stated,yes,5500000,12/08/2026,#######
Life Camp,Abuja,flat,2,2,79,yes,not stated,3100000,13/08/2026,#######
Wuse 1,Abuja,duplex,3,2,267,yes,not stated,3000000,07/08/2026,#######
Life Camp,Abuja,duplex,3,2,,yes,not stated,4600000,13/08/2026,#######
Gbagada,Lagos,terrace,4,5,188,no,not stated,4000000,05/08/2026,#######
Jahi,Abuja,duplex,2,1,,yes,no,4100000,08/08/2026,#######
Amuwo Odofin,Lagos,mansion,3,4,933,not stated,yes,7700000,07/08/2026,#######
Sangotedo,Lagos,bungalow,2,2,,yes,not stated,3100000,12/08/2026,#######
Amuwo Odofin,Lagos,flat,5,4,789,no,yes,5000000,10/08/2026,#######
Jahi,Abuja,self-contain,0,1,,yes,yes,800000,07/08/2026,#######
Wuse 2,Abuja,flat,3,4,522,not stated,no,6700000,15/08/2026,#######
Mabushi,Abuja,flat,6,6,,not stated,no,7000000,17/08/2026,#######
Maitama,Abuja,penthouse,2,1,,yes,no,11100000,13/08/2026,#######
Wuse 1,Abuja,terrace,5,4,,not stated,no,5700000,08/08/2026,#######
Amuwo Odofin,Lagos,duplex,2,3,66,yes,no,2200000,06/08/2026,#######
Lekki Phase 1,Lagos,self-contain,0,1,47,yes,yes,1200000,05/08/2026,#######
Lekki Phase 2,Lagos,terrace,3,3,,yes,no,3200000,02/08/2026,#######
Wuse 2,Abuja,penthouse,2,1,105,not stated,yes,10600000,01/08/2026,#######
Wuse 2,Abuja,mansion,2,1,510,yes,not stated,15100000,13/08/2026,#######
Wuse 2,Abuja,bungalow,3,2,701,no,yes,7000000,08/08/2026,#######
VGC,Lagos,mansion,2,3,1180,not stated,yes,10200000,16/08/2026,#######
VGC,Lagos,flat,4,5,,yes,no,6500000,07/08/2026,#######
Ikoyi,Lagos,flat,2,1,79,no,not stated,4300000,07/08/2026,#######
Lekki Phase 1,Lagos,terrace,3,2,731,yes,yes,5900000,05/08/2026,#######
Asokoro,Abuja,penthouse,4,3,365,not stated,yes,11400000,13/08/2026,#######
VGC,Lagos,terrace,2,2,138,yes,yes,4500000,04/08/2026,#######
Ilupeju,Lagos,terrace,6,7,415,yes,not stated,6600000,06/08/2026,#######
Magodo,Lagos,mansion,4,5,548,yes,not stated,12100000,05/08/2026,#######
Opebi,Lagos,flat,2,2,134,no,no,2700000,07/08/2026,#######
Maitama,Abuja,terrace,5,6,621,yes,no,8600000,02/08/2026,#######
Opebi,Lagos,duplex,1,2,,yes,no,3000000,17/08/2026,#######
Festac,Lagos,penthouse,3,2,323,not stated,not stated,5500000,05/08/2026,#######
Wuse 2,Abuja,penthouse,3,3,322,no,no,11800000,03/08/2026,#######
Lugbe,Abuja,flat,3,4,344,yes,not stated,3400000,05/08/2026,#######
Allen,Lagos,mansion,3,2,916,no,no,7000000,14/08/2026,#######
Ikeja GRA,Lagos,terrace,2,3,90,yes,no,3100000,11/08/2026,#######
Ilupeju,Lagos,self-contain,0,1,,yes,not stated,1300000,06/08/2026,#######
Ilupeju,Lagos,self-contain,0,1,53,not stated,yes,700000,09/08/2026,#######
Ikeja,Lagos,flat,2,3,79,not stated,no,3900000,01/08/2026,#######
Apo,Abuja,penthouse,5,4,563,not stated,no,6900000,03/08/2026,#######
Maryland,Lagos,mansion,3,3,,no,no,6500000,06/08/2026,#######
VGC,Lagos,penthouse,2,2,104,not stated,not stated,6300000,07/08/2026,#######
Apo,Abuja,duplex,4,3,545,yes,no,4000000,06/08/2026,#######
Guzape,Abuja,mansion,2,2,1089,yes,not stated,12700000,05/08/2026,#######
Allen,Lagos,terrace,2,2,72,no,no,2700000,06/08/2026,#######
Ikeja,Lagos,flat,5,4,495,not stated,not stated,4700000,03/08/2026,#######
Dutse,Abuja,mansion,2,3,823,no,no,6200000,15/08/2026,#######
Gwarinpa,Abuja,terrace,3,2,202,no,no,6300000,12/08/2026,#######
Lekki Phase 2,Lagos,terrace,3,2,229,no,yes,3500000,05/08/2026,#######
Katampe,Abuja,terrace,5,5,543,not stated,yes,4500000,11/08/2026,#######
Gbagada,Lagos,mansion,1,2,,no,yes,6100000,10/08/2026,#######
Life Camp,Abuja,duplex,4,3,741,yes,no,4200000,15/08/2026,#######
Garki,Abuja,bungalow,4,5,613,no,no,4400000,06/08/2026,#######
Life Camp,Abuja,duplex,1,1,129,yes,yes,2900000,13/08/2026,#######
Katampe,Abuja,terrace,3,4,,not stated,no,3900000,02/08/2026,#######
Wuse 2,Abuja,terrace,1,1,71,not stated,yes,3900000,11/08/2026,#######
Amuwo Odofin,Lagos,mansion,3,2,598,not stated,yes,7600000,02/08/2026,#######
Ikoyi,Lagos,bungalow,1,2,138,no,yes,5200000,18/08/2026,#######
Asokoro,Abuja,self-contain,0,1,96,no,yes,1500000,01/08/2026,#######
Wuse 2,Abuja,flat,3,2,760,no,not stated,7100000,10/08/2026,#######
Amuwo Odofin,Lagos,bungalow,1,2,71,no,yes,3200000,09/08/2026,#######
Garki,Abuja,duplex,2,2,55,not stated,not stated,3800000,15/08/2026,#######
Life Camp,Abuja,penthouse,3,3,,no,yes,5100000,18/08/2026,#######
Dutse,Abuja,mansion,5,5,,no,not stated,7800000,04/08/2026,#######
Mabushi,Abuja,penthouse,3,3,,not stated,no,4600000,07/08/2026,#######
Jahi,Abuja,self-contain,0,1,,yes,yes,2000000,10/08/2026,#######
Sangotedo,Lagos,self-contain,0,1,113,yes,not stated,1300000,14/08/2026,#######
Wuse 2,Abuja,flat,2,1,118,yes,no,6100000,08/08/2026,#######
Garki,Abuja,flat,4,5,171,yes,yes,5600000,07/08/2026,#######
Maitama,Abuja,terrace,6,7,782,not stated,not stated,9200000,14/08/2026,#######
Jahi,Abuja,duplex,3,3,288,no,not stated,5300000,14/08/2026,#######
Mabushi,Abuja,penthouse,2,3,95,no,no,4900000,03/08/2026,#######
Ajah,Lagos,self-contain,0,1,142,no,no,-100000,18/08/2026,#######
Jahi,Abuja,bungalow,3,4,448,not stated,yes,5600000,15/08/2026,#######
Gbagada,Lagos,mansion,4,3,1187,yes,not stated,7700000,17/08/2026,#######
Apo,Abuja,self-contain,0,1,146,not stated,yes,400000,14/08/2026,#######
Asokoro,Abuja,terrace,4,5,534,not stated,yes,6600000,06/08/2026,#######
Festac,Lagos,flat,3,4,699,yes,yes,4100000,17/08/2026,#######
Festac,Lagos,duplex,2,2,92,no,no,3200000,13/08/2026,#######
Lugbe,Abuja,self-contain,0,1,131,no,no,0,03/08/2026,#######
Jahi,Abuja,terrace,4,5,671,no,yes,6200000,18/08/2026,#######
Wuse 1,Abuja,bungalow,6,5,353,not stated,yes,5500000,13/08/2026,#######
Maryland,Lagos,bungalow,4,5,800,yes,not stated,4400000,04/08/2026,#######
Katampe,Abuja,bungalow,1,1,60,yes,not stated,1500000,14/08/2026,#######
Lugbe,Abuja,duplex,1,2,118,yes,no,2600000,13/08/2026,#######
Wuse 2,Abuja,bungalow,1,1,132,yes,not stated,4300000,01/08/2026,#######
Dutse,Abuja,penthouse,4,5,,no,yes,5600000,10/08/2026,#######
Wuse 2,Abuja,terrace,4,4,,no,not stated,7000000,16/08/2026,#######
Sangotedo,Lagos,duplex,3,3,,no,yes,3100000,02/08/2026,#######
Surulere,Lagos,flat,2,1,,no,no,3200000,18/08/2026,#######
Festac,Lagos,penthouse,4,4,,not stated,no,6600000,06/08/2026,#######
Ajah,Lagos,mansion,4,3,1026,not stated,no,7900000,12/08/2026,#######
Maitama,Abuja,duplex,2,1,,no,not stated,5800000,08/08/2026,#######
Lekki Phase 1,Lagos,flat,1,2,143,no,no,4100000,11/08/2026,#######
Gbagada,Lagos,duplex,3,4,431,yes,no,4700000,08/08/2026,#######
Opebi,Lagos,self-contain,0,1,83,yes,not stated,-100000,09/08/2026,#######
Dutse,Abuja,penthouse,2,1,,no,no,4700000,17/08/2026,#######
Magodo,Lagos,self-contain,0,1,103,no,yes,1700000,08/08/2026,#######
Lokogoma,Abuja,flat,3,4,,not stated,no,4400000,12/08/2026,#######
Mabushi,Abuja,terrace,3,2,790,yes,yes,3400000,12/08/2026,#######
Lekki Phase 1,Lagos,self-contain,0,1,,yes,yes,2200000,08/08/2026,#######
Garki,Abuja,flat,6,5,245,yes,not stated,6500000,05/08/2026,#######
Dutse,Abuja,penthouse,3,3,783,not stated,yes,5900000,10/08/2026,#######
Gbagada,Lagos,flat,5,4,605,yes,no,4500000,02/08/2026,#######
Garki,Abuja,terrace,3,4,791,yes,not stated,3200000,05/08/2026,#######
Ajah,Lagos,flat,2,2,55,not stated,not stated,3600000,06/08/2026,#######
Asokoro,Abuja,penthouse,3,2,772,no,no,11800000,07/08/2026,#######
Surulere,Lagos,mansion,3,3,589,no,no,7600000,01/08/2026,#######
Maitama,Abuja,self-contain,0,1,101,yes,no,2500000,16/08/2026,#######
VGC,Lagos,mansion,5,6,1196,yes,not stated,12600000,06/08/2026,#######
Asokoro,Abuja,penthouse,2,2,98,not stated,not stated,11700000,14/08/2026,#######
Lokogoma,Abuja,terrace,5,6,314,not stated,no,5500000,07/08/2026,#######
Asokoro,Abuja,penthouse,3,2,,no,no,10800000,03/08/2026,#######
Surulere,Lagos,mansion,6,5,,yes,no,8900000,11/08/2026,#######
Amuwo Odofin,Lagos,mansion,3,4,780,not stated,yes,6000000,04/08/2026,#######
Dutse,Abuja,bungalow,3,4,,yes,no,4800000,06/08/2026,#######
Garki,Abuja,duplex,2,3,96,no,yes,2700000,16/08/2026,#######
Dutse,Abuja,mansion,5,5,1112,no,yes,8100000,11/08/2026,#######
Dutse,Abuja,flat,1,1,,not stated,yes,2400000,12/08/2026,#######
Maitama,Abuja,self-contain,0,1,,yes,no,2000000,03/08/2026,#######
Gbagada,Lagos,terrace,2,2,46,no,yes,3100000,09/08/2026,#######
Lugbe,Abuja,duplex,3,4,164,yes,no,3400000,07/08/2026,#######
Magodo,Lagos,mansion,2,3,843,yes,no,10200000,13/08/2026,#######
Lugbe,Abuja,self-contain,0,1,83,no,yes,1200000,09/08/2026,#######
Mabushi,Abuja,self-contain,0,1,104,no,not stated,900000,05/08/2026,#######
Allen,Lagos,flat,1,1,71,yes,yes,1700000,10/08/2026,#######
Katampe,Abuja,bungalow,1,1,,yes,not stated,1800000,12/08/2026,#######
Gwarinpa,Abuja,terrace,3,2,568,no,yes,6200000,12/08/2026,#######
Mabushi,Abuja,penthouse,2,3,66,yes,not stated,4700000,02/08/2026,#######
Jahi,Abuja,self-contain,0,1,114,yes,yes,1500000,16/08/2026,#######
Guzape,Abuja,duplex,5,6,509,yes,yes,6700000,08/08/2026,#######
Wuse 2,Abuja,flat,2,3,52,no,not stated,4700000,11/08/2026,#######
Victoria Island,Lagos,duplex,3,2,,not stated,no,5100000,06/08/2026,#######
Allen,Lagos,self-contain,0,1,50,no,no,1700000,07/08/2026,#######
Ikoyi,Lagos,mansion,1,2,,no,no,12700000,01/08/2026,#######
Yaba,Lagos,flat,3,3,768,yes,not stated,3600000,05/08/2026,#######
Life Camp,Abuja,penthouse,4,5,,no,not stated,7000000,18/08/2026,#######
Lokogoma,Abuja,flat,2,2,53,yes,yes,3000000,10/08/2026,#######
Wuse 1,Abuja,bungalow,4,4,,not stated,no,4100000,08/08/2026,#######
Ilupeju,Lagos,terrace,4,3,456,no,no,5100000,05/08/2026,#######
Ojodu Berger,Lagos,terrace,3,4,,yes,yes,3500000,01/08/2026,#######
Lugbe,Abuja,duplex,6,5,,not stated,no,6400000,05/08/2026,#######
Life Camp,Abuja,bungalow,2,2,54,yes,yes,3300000,02/08/2026,#######
Guzape,Abuja,bungalow,3,2,764,yes,no,5900000,03/08/2026,#######
Maryland,Lagos,duplex,3,3,298,not stated,no,3100000,16/08/2026,#######
Ilupeju,Lagos,flat,1,2,127,yes,yes,2500000,07/08/2026,#######
Asokoro,Abuja,flat,1,2,138,not stated,not stated,4300000,14/08/2026,#######
Lekki Phase 2,Lagos,duplex,6,5,688,not stated,not stated,6500000,16/08/2026,#######
Mabushi,Abuja,mansion,3,3,923,not stated,no,6900000,17/08/2026,#######
Asokoro,Abuja,duplex,3,4,346,no,not stated,5400000,10/08/2026,#######
Mabushi,Abuja,bungalow,2,1,132,no,not stated,2400000,05/08/2026,#######
Ikeja GRA,Lagos,self-contain,0,1,89,no,no,200000,15/08/2026,#######
Dutse,Abuja,flat,6,5,747,no,not stated,6400000,08/08/2026,#######
Lekki Phase 1,Lagos,penthouse,6,5,553,no,no,13400000,11/08/2026,#######
Lokogoma,Abuja,bungalow,2,3,,not stated,not stated,3400000,11/08/2026,#######
Maryland,Lagos,terrace,3,3,,no,no,3000000,09/08/2026,#######
Asokoro,Abuja,bungalow,4,5,457,yes,not stated,7300000,02/08/2026,#######
